Unnamed: 0,recipe_name,Ingredients,Ingredients_alpha,eng_Ingredients_alpha,Ingredients_string
19,"[' Tajine kebab', '']",-      mouton -   oignon   -    ail -   beurre -   persil -   poivre rouge -sel -  œufs - citrons    ,"{'œufs': 0, 'citrons': 240, 'beurre': 60, 'ail': 259, 'mouton': 277, 'sel': 778, 'oignon': 348, 'poivre rouge': 339, 'persil': 338}","{'egg': 0, 'lemon': 240, 'butter': 60, 'garlic': 259, 'mutton': 277, 'salt': 778, 'onion': 348, 'pepper': 339, 'parsley': 338}","'egg', 'lemon', 'butter', 'garlic', 'mutton', 'salt', 'onion', 'pepper', 'parsley'"
20,"[' Tajine el mâadnous', 'Tajine de mouton au persil', '']",-     mouton - oignons    -   persil - œufs  -   smen  -   beurre -   vinaigre -   sel -    poivre noir -    cannelle  ,"{'œufs': 0, 'beurre': 60, 'oignons  ': 348, 'cannelle': 330, 'mouton': 277, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'persil': 338, 'vinaigre': 322}","{'egg': 0, 'butter': 60, 'onion': 348, 'cinnamon': 330, 'mutton': 277, 'butter': 60, 'salt': 778, 'white pepper': 399, 'parsley': 338, 'vinegar': 322}","'egg', 'butter', 'onion', 'cinnamon', 'mutton', 'butter', 'salt', 'white pepper', 'parsley', 'vinegar'"
21,"["" Tajine dâr'ammi"", 'Tajine de mouton aux croquettes de viande hachèe (au fromage)', '']",-     mouton - oignon     -   smen -   pois chiches    -    poivre noir -    sel -   viande   -   pain   -   fromage   -   oignon   -    persil -   poivre noir -   sel -   cannelle - blanc  œuf -huile -beurre  ,"{'huile': 901, 'beurre': 60, 'viande': 276, 'blanc  œuf': 985, 'pain': 2, 'mouton': 277, 'pois chiches': 417, 'cannelle': 330, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'oignon': 348, 'fromage': 62, 'persil': 338}","{'cooking oil': 901, 'butter': 60, 'meat': 276, 'egg white': 985, 'bread': 2, 'mutton': 277, 'chickpea': 417, 'cinnamon': 330, 'butter': 60, 'salt': 778, 'white pepper': 399, 'onion': 348, 'cheese': 62, 'parsley': 338}","'cooking oil', 'butter', 'meat', 'egg white', 'bread', 'mutton', 'chickpea', 'cinnamon', 'butter', 'salt', 'white pepper', 'onion', 'cheese', 'parsley'"
22,"[' Tajine kebab maghdour aux œufs', '']",-      mouton -   beurre - œufs -   farine -    poivre rouge -   cumin -    piment fort   -sel  ,"{'cumin': 332, 'farine': 920, 'œufs': 0, 'beurre': 60, 'mouton': 277, 'sel': 778, 'poivre rouge': 339, 'piment fort': 362}","{'cumin': 332, 'flour': 920, 'egg': 0, 'butter': 60, 'mutton': 277, 'salt': 778, 'pepper': 339, 'capsicum': 362}","'cumin', 'flour', 'egg', 'butter', 'mutton', 'salt', 'pepper', 'capsicum'"
23,"[' Tajine de mouton aux aubergines', '']",-     mouton -   huile -   oignon   - œufs   - œufs   -   fromage   - aubergines -     persil -   safran -    sel -    poivre noir -beurre  ,"{'œufs': 0, 'huile': 901, 'aubergines': 387, 'beurre': 60, 'safran': 340, 'mouton': 277, 'sel': 778, 'oignon': 348, 'fromage': 62, 'poivre noir': 399, 'persil': 338}","{'egg': 0, 'cooking oil': 901, 'eggplant': 387, 'butter': 60, 'saffron': 340, 'mutton': 277, 'salt': 778, 'onion': 348, 'cheese': 62, 'white pepper': 399, 'parsley': 338}","'egg', 'cooking oil', 'eggplant', 'butter', 'saffron', 'mutton', 'salt', 'onion', 'cheese', 'white pepper', 'parsley'"
24,"[' Tajine de viande aux artichauts farcis (sauce rouge)', '']",-     mouton -   viande   -    artichauts   - oignons   - œufs -  pois chiches   -   smen -   persil -    riz -   poivre rouge -    poivre noir -    cannelle -sel -citron  ,"{'riz': 55, 'œufs': 0, 'viande': 276, 'oignons  ': 348, 'cannelle': 330, 'mouton': 277, 'pois chiches': 417, 'artichauts': 157, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'poivre rouge': 339, 'citron': 240, 'persil': 338}","{'rice': 55, 'egg': 0, 'meat': 276, 'onion': 348, 'cinnamon': 330, 'mutton': 277, 'chickpea': 417, 'artichoke': 157, 'butter': 60, 'salt': 778, 'white pepper': 399, 'pepper': 339, 'lemon': 240, 'parsley': 338}","'rice', 'egg', 'meat', 'onion', 'cinnamon', 'mutton', 'chickpea', 'artichoke', 'butter', 'salt', 'white pepper', 'pepper', 'lemon', 'parsley'"
25,"[' Tajine de viande aux amondes et aux pois chiches', '']",-    agneau -   pois chiches   -   amandes   -  oignons   -   persil -   beurre -   safran -    poivre noir -   cannelle -    sel -jus   citron  ,"{'beurre': 60, 'oignons  ': 348, 'safran': 340, 'cannelle': 330, 'amandes': 281, 'agneau': 275, 'pois chiches': 417, 'jus   citron': 240, 'sel': 778, 'poivre noir': 399, 'persil': 338}","{'butter': 60, 'onion ': 348, 'saffron': 340, 'cinnamon': 330, 'almond': 281, 'lamb': 275, 'chickpea': 417, 'lemon': 240, 'salt': 778, 'white pepper': 399, 'parsley': 338}","'butter', 'onion', 'saffron', 'cinnamon', 'almond', 'lamb', 'chickpea', 'lemon', 'salt', 'white pepper', 'parsley'"
26,"[' Tajine de viande aux artichauts et petits pois', '']",-    agneau -   artichauts -      pois   - oignon     -   huile -    ail -   safran -    gingembre -   poivre noir -    sel - citron   -   olives    ,"{'olives': 307, 'huile': 901, 'ail': 259, 'gingembre': 333, 'citron': 240, 'safran': 340, 'agneau': 275, 'artichauts': 157, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'pois': 288}","{'olive': 307, 'cooking oil': 901, 'garlic': 259, 'ginger': 333, 'lemon': 240, 'saffron': 340, 'lamb': 275, 'artichoke': 157, 'salt': 778, 'onion': 348, 'white pepper': 399, 'peas': 288}","'olive', 'cooking oil', 'garlic', 'ginger', 'lemon', 'saffron', 'lamb', 'artichoke', 'salt', 'onion', 'white pepper', 'peas'"
27,"[' Tajine de viande aux carottes', '']",-    agneau -   carottes - oignons     -   huile -    ail -   coriandre -   safran -    gingembre -   poivre noir -    sel - citron   -   olives    ,"{'coriandre': 254, 'olives': 307, 'huile': 901, 'carottes': 368, 'oignons  ': 348, 'ail': 259, 'gingembre': 333, 'safran': 340, 'agneau': 275, 'sel': 778, 'poivre noir': 399, 'citron': 240}","{'coriander': 254, 'olive': 307, 'cooking oil': 901, 'carrot': 368, 'onion ': 348, 'garlic': 259, 'ginger': 333, 'saffron': 340, 'lamb': 275, 'salt': 778, 'white pepper': 399, 'lemon': 240}","'coriander', 'olive', 'cooking oil', 'carrot', 'onion', 'garlic', 'ginger', 'saffron', 'lamb', 'salt', 'white pepper', 'lemon'"
28,"[' Tajine de viande aux cardons', '']",-    veau  -    cardons -   huile  olive -   oignon   -    ail -   gingembre -    poivre noir -    sel -   safran - citrons   -   olives    ,"{'olives': 307, 'citrons': 240, 'ail': 259, 'huile  olive': 979, 'cardons': 527, 'gingembre': 333, 'safran': 340, 'mouton': 277, 'sel': 778, 'oignon': 348, 'poivre noir': 399}","{'olive': 307, 'lemon': 240, 'garlic': 259, 'olive oil ': 979, 'cardoon': 527, 'ginger': 333, 'saffron': 340, 'mutton': 277, 'salt': 778, 'onion': 348, 'white pepper': 399}","'olive', 'lemon', 'garlic', 'olive oil', 'cardoon', 'ginger', 'saffron', 'mutton', 'salt', 'onion', 'white pepper'"
29,"[' Tajine de viande aux courgettes farcies', ""Dolma qar'a"", '']",-     mouton -   smen -   huile -     pois chiches    - oignons     -   tomates -    poivre rouge -    poivre noir -    cannelle -    sel -   viande   -   courgettes -    riz -   oignon   -   persil - œuf -   poivre noir -   cannelle -     sel  ,"{'riz': 55, 'huile': 901, 'œuf': 0, 'viande': 276, 'oignons  ': 348, 'cannelle': 330, 'mouton': 277, 'pois chiches': 417, 'courgettes': 968, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'oignon': 348, 'tomates': 364, 'poivre rouge': 339, 'persil': 338}","{'rice': 55, 'cooking oil': 901, 'egg': 0, 'meat': 276, 'onion': 348, 'cinnamon': 330, 'mutton': 277, 'chickpea': 417, 'green zucchini': 968, 'butter': 60, 'salt': 778, 'white pepper': 399, 'onion': 348, 'tomato': 364, 'pepper': 339, 'parsley': 338}","'rice', 'cooking oil', 'egg', 'meat', 'onion', 'cinnamon', 'mutton', 'chickpea', 'green zucchini', 'butter', 'salt', 'white pepper', 'onion', 'tomato', 'pepper', 'parsley'"
30,"[' Tajine de viande aux choux fleurs', '']",- chou fleur -   huile - oignons   -   persil -   coriandre -   farine -jus   citron -   safran  -   gingembre -   poivre rouge -   poivre noir -   cumin -    sel  ,"{'cumin': 332, 'farine': 920, 'coriandre': 254, 'huile': 901, 'oignons  ': 348, 'gingembre': 333, 'jus   citron': 240, 'safran': 340, 'chou fleur': 354, 'sel': 778, 'poivre noir': 399, 'poivre rouge': 339, 'persil': 338}","{'cumin': 332, 'flour': 920, 'coriander': 254, 'cooking oil': 901, 'onion': 348, 'ginger': 333, 'lemon': 240, 'saffron': 340, 'cauliflower': 354, 'salt': 778, 'white pepper': 399, 'pepper': 339, 'parsley': 338}","'cumin', 'flour', 'coriander', 'cooking oil', 'onion', 'ginger', 'lemon', 'saffron', 'cauliflower', 'salt', 'white pepper', 'pepper', 'parsley'"
31,"['Tajine de viande aux coigns', '']",-     mouton -    coings -   beurre -   huile - oignons    -   safran  -    gingembre -    poivre noir -    sel  ,"{'coings': 210, 'huile': 901, 'beurre': 60, 'oignons  ': 348, 'gingembre': 333, 'safran': 340, 'mouton': 277, 'sel': 778, 'poivre noir': 399}","{'quince': 210, 'cooking oil': 901, 'butter': 60, 'onion ': 348, 'ginger': 333, 'saffron': 340, 'mutton': 277, 'salt': 778, 'white pepper': 399}","'quince', 'cooking oil', 'butter', 'onion', 'ginger', 'saffron', 'mutton', 'salt', 'white pepper'"
32,"[' Tajine de viande aux èpinard', '']",-    agneau -   èpinard -  huile -   oignon   -   pois chiches   -   persil -     tomate -   tabel -   poivre rouge -    poivre noir -    sel  ,"{'huile': 901, 'tomate': 364, 'tabel': 254, 'agneau': 275, 'pois chiches': 417, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'poivre rouge': 339, 'èpinard': 396, 'persil': 338}","{'cooking oil': 901, 'tomato': 364, 'coriander': 254, 'lamb': 275, 'chickpea': 417, 'salt': 778, 'onion': 348, 'white pepper': 399, 'pepper': 339, 'spinach': 396, 'parsley': 338}","'cooking oil', 'tomato', 'coriander', 'lamb', 'chickpea', 'salt', 'onion', 'white pepper', 'pepper', 'spinach', 'parsley'"
33,"[' Tajine de viande au fenouil (mqalli)', '']",-     mouton -    fenouil - oignon     -    ail -   huile -   farine -   safran -   gingembre -    sel - citrons   -   olives    ,"{'farine': 920, 'olives': 307, 'citrons': 240, 'huile': 901, 'fenouil': 257, 'ail': 259, 'gingembre': 333, 'safran': 340, 'mouton': 277, 'sel': 778, 'oignon': 348}","{'flour': 920, 'olive': 307, 'lemon': 240, 'cooking oil': 901, 'fennel': 257, 'garlic': 259, 'ginger': 333, 'saffron': 340, 'mutton': 277, 'salt': 778, 'onion': 348}","'flour', 'olive', 'lemon', 'cooking oil', 'fennel', 'garlic', 'ginger', 'saffron', 'mutton', 'salt', 'onion'"
34,"[' Tajine de viande aux gombos', '']",-     veau -     tomate -   huile - oignons   -   gombos -   tabel -   poivre rouge -sel  ,"{'gombos': 347, 'huile': 901, 'tomate': 364, 'tabel': 254, 'oignons  ': 348, 'sel': 778, 'poivre rouge': 339, 'veau': 270}","{'okra': 347, 'cooking oil': 901, 'tomato': 364, 'coriander': 254, 'onion': 348, 'salt': 778, 'pepper': 339, 'beef': 270}","'okra', 'cooking oil', 'tomato', 'coriander', 'onion', 'salt', 'pepper', 'beef'"
35,"[' Tajine de viande aux fèves', '']",-     mouton -    fèves   -   huile - oignon     -    ail -   coriandre -   safran -    poivre noir -    gingembre -    sel - citron   -   olives      ,"{'coriandre': 254, 'olives': 307, 'huile': 901, 'ail': 259, 'gingembre': 333, 'safran': 340, 'mouton': 277, 'sel': 778, 'oignon': 348, 'fèves': 284, 'poivre noir': 399, 'citron': 240}","{'coriander': 254, 'olive': 307, 'cooking oil': 901, 'garlic': 259, 'ginger': 333, 'saffron': 340, 'mutton': 277, 'salt': 778, 'onion': 348, 'beans': 284, 'white pepper': 399, 'lemon': 240}","'coriander', 'olive', 'cooking oil', 'garlic', 'ginger', 'saffron', 'mutton', 'salt', 'onion', 'beans', 'white pepper', 'lemon'"
36,"[' Tajine de viande au fenouil (au blond)', '']",-    agneau -   fenouil -   oignon   -   huile -   pois chiches   -   ma zena - jaune  œuf - citron -    poivre noir -sel  ,"{'ma zena': 56, 'huile': 901, 'fenouil': 257, 'agneau': 275, 'pois chiches': 417, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'jaune  œuf': 983, 'citron': 240}","{'corn': 56, 'cooking oil': 901, 'fennel': 257, 'lamb': 275, 'chickpea': 417, 'salt': 778, 'onion': 348, 'white pepper': 399, 'egg yolk': 983, 'lemon': 240}","'corn', 'cooking oil', 'fennel', 'lamb', 'chickpea', 'salt', 'onion', 'white pepper', 'egg yolk', 'lemon'"
37,"[' Tajine de viande aux haricots à ècosser', '']",-     mouton -   haricots   - oignons  -   tomates -   smen -   huile -   persil -   safran -    poivre noir -    cannelle -   gingembre -    sel  ,"{'huile': 901, 'oignons ': 348, 'gingembre': 333, 'safran': 340, 'cannelle': 330, 'mouton': 277, 'haricots': 284, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'tomates': 364, 'persil': 338}","{'cooking oil': 901, 'onion': 348, 'ginger': 333, 'saffron': 340, 'cinnamon': 330, 'mutton': 277, 'beans': 284, 'butter': 60, 'salt': 778, 'white pepper': 399, 'tomato': 364, 'parsley': 338}","'cooking oil', 'onion', 'ginger', 'saffron', 'cinnamon', 'mutton', 'beans', 'butter', 'salt', 'white pepper', 'tomato', 'parsley'"
38,"[' Tajine de viande aux haricots verts (mqalli)', '']",-    agneau -   haricots verts -   huile  -   farine -   safran -   gingembre -    sel -jus   citron - citron   -   olives    ,"{'haricots verts': 342, 'farine': 920, 'olives': 307, 'huile': 901, 'gingembre': 333, 'safran': 340, 'jus   citron': 240, 'agneau': 275, 'sel': 778, 'citron': 240}","{'green beans': 342, 'flour': 920, 'olive': 307, 'cooking oil': 901, 'ginger': 333, 'saffron': 340, 'lemon': 240, 'lamb': 275, 'salt': 778, 'lemon': 240}","'green beans', 'flour', 'olive', 'cooking oil', 'ginger', 'saffron', 'lemon', 'lamb', 'salt', 'lemon'"
39,"[' Tajine de viande aux mcharmel', '']",-      mouton - oignons    -    ail -   huile -    smen -   persil -    sel -   gingembre -   safran -    cumin -    poivre rouge -    poivre noir -   cannelle -jus   citron - citrons   -   olives    ,"{'cumin': 332, 'olives': 307, 'citrons': 240, 'huile': 901, 'ail': 259, 'oignons  ': 348, 'gingembre': 333, 'safran': 340, 'cannelle': 330, 'mouton': 277, 'jus   citron': 240, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'poivre rouge': 339, 'persil': 338}","{'cumin': 332, 'olive': 307, 'lemon': 240, 'cooking oil': 901, 'garlic': 259, 'onion': 348, 'ginger': 333, 'saffron': 340, 'cinnamon': 330, 'mutton': 277, 'lemon': 240, 'butter': 60, 'salt': 778, 'white pepper': 399, 'pepper': 339, 'parsley': 338}","'cumin', 'olive', 'lemon', 'cooking oil', 'garlic', 'onion', 'ginger', 'saffron', 'cinnamon', 'mutton', 'lemon', 'butter', 'salt', 'white pepper', 'pepper', 'parsley'"
40,"[' Tajine de viande mhammar aux amandes', '']",-      mouton -   beurre -    ail -   oignons   -   farine -   coriandre -   safran -    sel -    gingembre -   cumin -   poivre rouge -   amandes   -  huile -   beurre  ,"{'cumin': 332, 'farine': 920, 'coriandre': 254, 'huile': 901, 'beurre': 60, 'ail': 259, 'oignons ': 348, 'gingembre': 333, 'safran': 340, 'mouton': 277, 'amandes': 281, 'sel': 778, 'poivre rouge': 339}","{'cumin': 332, 'flour': 920, 'coriander': 254, 'cooking oil': 901, 'butter': 60, 'garlic': 259, 'onion': 348, 'ginger': 333, 'saffron': 340, 'mutton': 277, 'almond': 281, 'salt': 778, 'pepper': 339}","'cumin', 'flour', 'coriander', 'cooking oil', 'butter', 'garlic', 'onion', 'ginger', 'saffron', 'mutton', 'almond', 'salt', 'pepper'"
41,"[' Tajine de viande mhammar aux pommes de terre', '']",-      mouton -   beurre -    ail -   oignons  -   farine -   coriandre -  huile -   beurre -   safran -    sel -    gingembre -   cumin -   poivre rouge -   pommes de terre -  huile -   beurre  ,"{'cumin': 332, 'farine': 920, 'coriandre': 254, 'pommes de terre': 373, 'huile': 901, 'beurre': 60, 'ail': 259, 'oignons  ': 348, 'gingembre': 333, 'safran': 340, 'mouton': 277, 'sel': 778, 'poivre rouge': 339}","{'cumin': 332, 'flour': 920, 'coriander': 254, 'potato': 373, 'cooking oil': 901, 'butter': 60, 'garlic': 259, 'onion ': 348, 'ginger': 333, 'saffron': 340, 'mutton': 277, 'salt': 778, 'pepper': 339}","'cumin', 'flour', 'coriander', 'potato', 'cooking oil', 'butter', 'garlic', 'onion', 'ginger', 'saffron', 'mutton', 'salt', 'pepper'"
42,"[' Tajine de viande mqalli', '']",-     agneau -   oignons   -    ail -   huile -   beurre -   farine -   safran -   gigembre -sel - citron   -   olives    ,"{'farine': 920, 'olives': 307, 'huile': 901, 'beurre': 60, 'ail': 259, 'oignons  ': 348, 'safran': 340, 'agneau': 275, 'sel': 778, 'gingembre': 333, 'citron': 240}","{'flour': 920, 'olive': 307, 'cooking oil': 901, 'butter': 60, 'garlic': 259, 'onion ': 348, 'saffron': 340, 'lamb': 275, 'salt': 778, 'ginger': 333, 'lemon': 240}","'flour', 'olive', 'cooking oil', 'butter', 'garlic', 'onion', 'saffron', 'lamb', 'salt', 'ginger', 'lemon'"
43,"[' Tajine de viande mhammar (sauce rouge)', '']",-      mouton -   beurre -    ail -   oignons   -   farine -   coriandre -   safran -    gingembre -   cumin -   poivre rouge -    sel -  huile -   beurre  ,"{'cumin': 332, 'farine': 920, 'coriandre': 254, 'huile': 901, 'beurre': 60, 'ail': 259, 'oignons  ': 348, 'gingembre': 333, 'safran': 340, 'mouton': 277, 'sel': 778, 'poivre rouge': 339}","{'cumin': 332, 'flour': 920, 'coriander': 254, 'cooking oil': 901, 'butter': 60, 'garlic': 259, 'onion': 348, 'ginger': 333, 'saffron': 340, 'mutton': 277, 'salt': 778, 'pepper': 339}","'cumin', 'flour', 'coriander', 'cooking oil', 'butter', 'garlic', 'onion', 'ginger', 'saffron', 'mutton', 'salt', 'pepper'"
44,"[' Tajine de viande aux navets', '']",-    agneau -   navet -   èpinard -   pois chiches   - oignons    -    ail -  huile -   cèleri -   persil -     tomate -   poivre rouge -   tabel -    poivre noir -    sel  ,"{'cèleri': 329, 'navet': 358, 'huile': 901, 'tomate': 364, 'ail': 259, 'oignons  ': 348, 'tabel': 254, 'agneau': 275, 'pois chiches': 417, 'sel': 778, 'poivre noir': 399, 'poivre rouge': 339, 'èpinard': 396, 'persil': 338}","{'celery': 329, 'turnip ': 358, 'cooking oil': 901, 'tomato': 364, 'garlic': 259, 'onion': 348, 'coriander': 254, 'lamb': 275, 'chickpea': 417, 'salt': 778, 'white pepper': 399, 'pepper': 339, 'spinach': 396, 'parsley': 338}","'celery', 'turnip', 'cooking oil', 'tomato', 'garlic', 'onion', 'coriander', 'lamb', 'chickpea', 'salt', 'white pepper', 'pepper', 'spinach', 'parsley'"
45,"[' Tajine de viande aux petits pois et aux œufs', 'Lham bel-djelbana wal-bayd', '']",-     mouton -      pois   - oignon vert -   huile -   smen -   sucre - œufs -   safran -    poivre noir -    cannelle -    sel  ,"{'oignon vert': 472, 'sucre': 781, 'œufs': 0, 'huile': 901, 'safran': 340, 'cannelle': 330, 'mouton': 277, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'pois': 288}","{'welsh onion': 472, 'sugar': 781, 'egg': 0, 'cooking oil': 901, 'saffron': 340, 'cinnamon': 330, 'mutton': 277, 'butter': 60, 'salt': 778, 'white pepper': 399, 'peas': 288}","'welsh onion', 'sugar', 'egg', 'cooking oil', 'saffron', 'cinnamon', 'mutton', 'butter', 'salt', 'white pepper', 'peas'"
46,"[' Tajine de viande au riz et aux pois chiches', '']",-     mouton -   riz -   pois chiches   -   oignons  -     persil -    coriandre -   beurre -   safran -   poivre noir -    sel -jus   citron  ,"{'riz': 55, 'coriandre': 254, 'beurre': 60, 'oignons  ': 348, 'safran': 340, 'jus   citron': 240, 'mouton': 277, 'pois chiches': 417, 'sel': 778, 'poivre noir': 399, 'persil': 338}","{'rice': 55, 'coriander': 254, 'butter': 60, 'onion': 348, 'saffron': 340, 'lemon': 240, 'mutton': 277, 'chickpea': 417, 'salt': 778, 'white pepper': 399, 'parsley': 338}","'rice', 'coriander', 'butter', 'onion', 'saffron', 'lemon', 'mutton', 'chickpea', 'salt', 'white pepper', 'parsley'"
47,"[' Tajine de viande aux olives ""meslalla""', '']",- èpaule -  huile - oignons  -   olives  -   coriandre -    ail - citrons   -   amandes   - œufs   -   safran -   gingembre -   cannelle -     sel -   poivre noir -   beurre  ,"{'olives': 307, 'coriandre': 254, 'huile': 901, 'citrons': 240, 'œufs': 0, 'ail': 259, 'oignons  ': 348, 'gingembre': 333, 'beurre': 60, 'safran': 340, 'cannelle': 330, 'amandes': 281, 'èpaule  ': 276, 'sel': 778, 'poivre noir': 399}","{'olive': 307, 'coriander': 254, 'cooking oil': 901, 'lemon': 240, 'egg': 0, 'garlic': 259, 'onion  ': 348, 'ginger': 333, 'butter': 60, 'saffron': 340, 'cinnamon': 330, 'almond': 281, 'meat  ': 276, 'salt': 778, 'white pepper': 399}","'olive', 'coriander', 'cooking oil', 'lemon', 'egg', 'garlic', 'onion', 'ginger', 'butter', 'saffron', 'cinnamon', 'almond', 'meat', 'salt', 'white pepper'"
48,"[' Tajinde de viande aux petits pois', '']",-     mouton -     pois -   oignon   -   huile -   coriandre -   safran -    gingembre -    poivre noir -    sel - citron   -   olives    ,"{'coriandre': 254, 'olives': 307, 'huile': 901, 'citron': 240, 'gingembre': 333, 'safran': 340, 'mouton': 277, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'pois': 288}","{'coriander': 254, 'olive': 307, 'cooking oil': 901, 'lemon': 240, 'ginger: 333, 'saffron': 340, 'mutton': 277, 'salt': 778, 'onion': 348, 'white pepper': 399, 'peas': 288}","'coriander', 'olive', 'cooking oil', 'lemon', 'ginger', 'saffron', 'mutton', 'salt', 'onion', 'white pepper', 'peas'"
49,"[' Tajine de viande ""tfaia"" aux amandes et aux oeufs', '']",-      mouton -   huile -   smen -    ail - oignons     -   coriandre -   amandes   - œufs   -   gingembre -   safran -    sel -   beurre  ,"{'coriandre': 254, 'œufs': 0, 'huile': 901, 'beurre': 60, 'ail': 259, 'oignons  ': 348, 'gingembre': 333, 'safran': 340, 'mouton': 277, 'amandes': 281, 'smen': 60, 'sel': 778}","{'coriander': 254, 'egg': 0, 'cooking oil': 901, 'butter': 60, 'garlic': 259, 'onion': 348, 'ginger': 333, 'saffron': 340, 'mutton': 277, 'almond': 281, 'butter': 60, 'salt': 778}","'coriander', 'egg', 'cooking oil', 'butter', 'garlic', 'onion', 'ginger', 'saffron', 'mutton', 'almond', 'butter', 'salt'"
50,"[' Tajine de viande aux tomates', '']",-    agneau -    tomates -   huile - oignons    -    ail -   persil -   coriandre -    gingembre -   cumin -    poivre rouge -     piment fort   -   poivre noir -sel  ,"{'cumin': 332, 'coriandre': 254, 'huile': 901, 'ail': 259, 'oignons  ': 348, 'gingembre': 333, 'agneau': 275, 'sel': 778, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339, 'piment fort': 362, 'persil': 338}","{'cumin': 332, 'coriander': 254, 'cooking oil': 901, 'garlic': 259, 'onion  ': 348, 'ginger': 333, 'lamb': 275, 'salt': 778, 'white pepper': 399, 'tomato': 364, 'pepper': 339, 'capsicum': 362, 'parsley': 338}","'cumin', 'coriander', 'cooking oil', 'garlic', 'onion', 'ginger', 'lamb', 'salt', 'white pepper', 'tomato', 'pepper', 'capsicum', 'parsley'"
51,"[' Tajine de viande mhammar en sauce blonde', '']",-      mouton - oignon     -   beurre - œufs   -   amondes   -   safran -   cannelle -    sel  ,"{'œufs': 0, 'beurre': 60, 'safran': 340, 'cannelle': 330, 'mouton': 277, 'amondes': 281, 'sel': 778, 'oignon': 348}","{'egg': 0, 'butter': 60, 'saffron': 340, 'cinnamon': 330, 'mutton': 277, 'almond': 281, 'salt': 778, 'onion': 348}","'egg', 'butter', 'saffron', 'cinnamon', 'mutton', 'almond', 'salt', 'onion'"
52,"[' Tajine de viande aux tomates et aux courgettes', '']",-    agneau -   tomates -   courgettes -   huile - oignons    -    ail -   persil -   coriandre -    gingembre -    poivre rouge -   poivre noir -   cumin -     piment fort   -sel  ,"{'cumin': 332, 'coriandre': 254, 'huile': 901, 'ail': 259, 'oignons  ': 348, 'gingembre': 333, 'agneau': 275, 'courgettes': 968, 'sel': 778, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339, 'piment fort': 362, 'persil': 338}","{'cumin': 332, 'coriander': 254, 'cooking oil': 901, 'garlic': 259, 'onion  ': 348, 'ginger': 333, 'lamb': 275, 'green zucchini': 968, 'salt': 778, 'white pepper': 399, 'tomato': 364, 'pepper': 339, 'capsicum': 362, 'parsley: 338}","'cumin', 'coriander', 'cooking oil', 'garlic', 'onion', 'ginger', 'lamb', 'green zucchini', 'salt', 'white pepper', 'tomato', 'pepper', 'capsicum', 'parsley'"
53,"[' Tajine de viande aux topinambours (qadra)', '']",-    agneau -   topinambour -   oignon   -   persil -   beurre -   safran -   poivre noir -    sel -jus   citron  ,"{'topinambour': 573, 'beurre': 60, 'safran': 340, 'jus   citron': 240, 'agneau': 275, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'persil': 338}","{'jerusalem artichoke': 573, 'butter': 60, 'saffron': 340, 'lemon': 240, 'lamb': 275, 'salt': 778, 'onion': 348, 'white pepper': 399, 'parsley': 338}","'jerusalem artichoke', 'butter', 'saffron', 'lemon', 'lamb', 'salt', 'onion', 'white pepper', 'parsley'"
54,"[' Tezdam lagha', 'mouton frit', '']",-     mouton -   huile -   smen -   pois chiches   - oignon      -    poivre noir - œufs -   farine -huile    ,"{'farine': 920, 'œufs': 0, 'huile': 901, 'mouton': 277, 'pois chiches': 417, 'smen': 60, 'oignon': 348, 'poivre noir': 399}","{'flour': 920, 'egg': 0, 'cooking oil': 901, 'mutton': 277, 'chickpea': 417, 'butter': 60, 'onion': 348, 'white pepper': 399}","'flour', 'egg', 'cooking oil', 'mutton', 'chickpea', 'butter', 'onion', 'white pepper'"
55,"[' Tandjia', 'mouton brisè', '']",-      mouton  -   oignons -   tomates -   smen -   pois chiches   -   poivre noir -   persil -sel -  safran -  eau  ,"{'safran': 340, 'persil': 338, 'mouton': 277, 'pois chiches': 417, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'tomates': 364, 'eau': 794, 'oignons': 348}","{'saffron': 340, 'parsley': 338, 'mutton': 277, 'chickpea': 417, 'butter': 60, 'salt': 778, 'white pepper: 399, 'tomato': 364, 'water': 794, 'onion': 348}","'saffron', 'parsley', 'mutton', 'chickpea', 'butter', 'salt', 'white pepper', 'tomato', 'water', 'onion'"
